k,m,case,n_criticals,crit_index,i_crit_deg,kind
36,35,mixed,17,7,73.731418,tangency
36,35,mixed,17,8,77.022565,tangency
36,35,mixed,17,9,79.802265,tangency
36,35,mixed,17,10,82.148770,tangency
36,35,mixed,17,11,84.119890,tangency
36,35,mixed,17,12,85.759138,tangency
36,35,mixed,17,13,87.099572,tangency
36,35,mixed,17,14,88.166300,tangency
36,35,mixed,17,15,88.978159,tangency
36,35,mixed,17,16,89.548841,tangency
36,35,mixed,17,17,89.887653,tangency
37,1,odd-odd,1,1,88.451277,pitchfork
37,2,mixed,1,1,89.494503,tangency
37,3,odd-odd,2,1,85.349291,pitchfork
37,3,odd-odd,2,2,89.673881,tangency
37,4,mixed,2,1,87.501555,tangency
37,4,mixed,2,2,89.758001,tangency
37,5,odd-odd,3,1,82.233566,pitchfork
37,5,odd-odd,3,2,88.124398,tangency
37,5,odd-odd,3,3,89.807328,tangency
37,6,mixed,3,1,85.113142,tangency
37,6,mixed,3,2,88.481733,tangency
37,6,mixed,3,3,89.839853,tangency
37,7,odd-odd,4,1,79.094530,pitchfork
37,7,odd-odd,4,2,86.096123,tangency
37,7,odd-odd,4,3,88.719461,tangency
37,7,odd-odd,4,4,89.862942,tangency
37,8,mixed,4,1,82.540979,tangency
37,8,mixed,4,2,86.707781,tangency
37,8,mixed,4,3,88.890677,tangency
37,8,mixed,4,4,89.880194,tangency
37,9,odd-odd,5,1,75.921961,pitchfork
37,9,odd-odd,5,2,83.824489,tangency
37,9,odd-odd,5,3,87.138950,tangency
37,9,odd-odd,5,4,89.020479,tangency
37,9,odd-odd,5,5,89.893578,tangency
37,10,mixed,5,1,79.845432,tangency
37,10,mixed,5,2,84.660804,tangency
37,10,mixed,5,3,87.463586,tangency
37,10,mixed,5,4,89.122538,tangency
37,10,mixed,5,5,89.904267,tangency
37,11,odd-odd,6,1,72.704655,pitchfork
37,11,odd-odd,6,2,81.389881,tangency
37,11,odd-odd,6,3,85.271053,tangency
37,11,odd-odd,6,4,87.718592,tangency
37,11,odd-odd,6,5,89.205020,tangency
37,11,odd-odd,6,6,89.913001,tangency
37,12,mixed,6,1,77.048276,tangency
37,12,mixed,6,2,82.427323,tangency
37,12,mixed,6,3,85.743389,tangency
37,12,mixed,6,4,87.925033,tangency
37,12,mixed,6,5,89.273135,tangency
37,12,mixed,6,6,89.920273,tangency
37,13,odd-odd,7,1,69.430008,pitchfork
37,13,odd-odd,7,2,78.826216,tangency
37,13,odd-odd,7,3,83.202294,tangency
37,13,odd-odd,7,4,86.122997,tangency
37,13,odd-odd,7,5,88.096011,tangency
37,13,odd-odd,7,6,89.330375,tangency
37,13,odd-odd,7,7,89.926421,tangency
37,14,mixed,7,1,74.155624,tangency
37,14,mixed,7,2,80.047022,tangency
37,14,mixed,7,3,83.813756,tangency
37,14,mixed,7,4,86.436316,tangency
37,14,mixed,7,5,88.240186,tangency
37,14,mixed,7,6,89.379176,tangency
37,14,mixed,7,7,89.931688,tangency
37,15,odd-odd,8,1,66.083466,pitchfork
37,15,odd-odd,8,2,76.147426,tangency
37,15,odd-odd,8,3,80.974804,tangency
37,15,odd-odd,8,4,84.313217,tangency
37,15,odd-odd,8,5,86.700174,tangency
37,15,odd-odd,8,6,88.363549,tangency
37,15,odd-odd,8,7,89.421290,tangency
37,15,odd-odd,8,8,89.936251,tangency
37,16,mixed,8,1,71.165038,tangency
37,16,mixed,8,2,77.538240,tangency
37,16,mixed,8,3,81.717391,tangency
37,16,mixed,8,4,84.731271,tangency
37,16,mixed,8,5,86.925928,tangency
37,16,mixed,8,6,88.470394,tangency
37,16,mixed,8,7,89.458014,tangency
37,16,mixed,8,8,89.940242,tangency
37,17,odd-odd,9,1,62.647767,pitchfork
37,17,odd-odd,9,2,73.356512,tangency
37,17,odd-odd,9,3,78.609402,tangency
37,17,odd-odd,9,4,82.331447,tangency
37,17,odd-odd,9,5,85.087670,tangency
37,17,odd-odd,9,6,87.121584,tangency
37,17,odd-odd,9,7,88.563890,tangency
37,17,odd-odd,9,8,89.490326,tangency
37,17,odd-odd,9,9,89.943762,tangency
37,18,mixed,9,1,68.067995,tangency
37,18,mixed,9,2,74.907349,tangency
37,18,mixed,9,3,79.476408,tangency
37,18,mixed,9,4,82.850953,tangency
37,18,mixed,9,5,85.395924,tangency
37,18,mixed,9,6,87.292985,tangency
37,18,mixed,9,7,88.646432,tangency
37,18,mixed,9,8,89.518981,tangency
37,18,mixed,9,9,89.946891,tangency
37,19,odd-odd,10,1,59.101852,pitchfork
37,19,odd-odd,10,2,70.449022,tangency
37,19,odd-odd,10,3,76.114622,tangency
37,19,odd-odd,10,4,80.200329,tangency
37,19,odd-odd,10,5,83.298062,tangency
37,19,odd-odd,10,6,85.665683,tangency
37,19,odd-odd,10,7,87.444510,tangency
37,19,odd-odd,10,8,88.719865,tangency
37,19,odd-odd,10,9,89.544569,tangency
37,19,odd-odd,10,10,89.949689,tangency
37,20,mixed,10,1,64.850421,tangency
37,20,mixed,10,2,72.152593,tangency
37,20,mixed,10,3,77.100711,tangency
37,20,mixed,10,4,80.818040,tangency
37,20,mixed,10,5,83.688067,tangency
37,20,mixed,10,6,85.904068,tangency
37,20,mixed,10,7,87.579519,tangency
37,20,mixed,10,8,88.785637,tangency
37,20,mixed,10,9,89.567560,tangency
37,20,mixed,10,10,89.952208,tangency
37,21,odd-odd,11,1,55.419222,pitchfork
37,21,odd-odd,11,2,67.414186,tangency
37,21,odd-odd,11,3,73.490574,tangency
37,21,odd-odd,11,4,77.930609,tangency
37,21,odd-odd,11,5,81.353736,tangency
37,21,odd-odd,11,6,84.031986,tangency
37,21,odd-odd,11,7,86.116481,tangency
37,21,odd-odd,11,8,87.700635,tangency
37,21,odd-odd,11,9,88.844903,tangency
37,21,odd-odd,11,10,89.588332,tangency
37,21,odd-odd,11,11,89.954486,tangency
37,22,mixed,11,1,61.492055,tangency
37,22,mixed,11,2,69.265484,tangency
37,22,mixed,11,3,74.591728,tangency
37,22,mixed,11,4,78.643742,tangency
37,22,mixed,11,5,81.824237,tangency
37,22,mixed,11,6,84.338026,tangency
37,22,mixed,11,7,86.307105,tangency
37,22,mixed,11,8,87.809945,tangency
37,22,mixed,11,9,88.898591,tangency
37,22,mixed,11,10,89.607193,tangency
37,22,mixed,11,11,89.956556,tangency
37,23,odd-odd,12,1,51.565349,pitchfork
37,23,odd-odd,12,2,64.234658,tangency
37,23,odd-odd,12,3,70.730447,tangency
37,23,odd-odd,12,4,75.524639,tangency
37,23,odd-odd,12,5,79.266107,tangency
37,23,odd-odd,12,6,82.241738,tangency
37,23,odd-odd,12,7,84.612457,tangency
37,23,odd-odd,12,8,86.479245,tangency
37,23,odd-odd,12,9,87.909128,tangency
37,23,odd-odd,12,10,88.947462,tangency
37,23,odd-odd,12,11,89.624395,tangency
37,23,odd-odd,12,12,89.958447,tangency
37,24,mixed,12,1,57.964637,tangency
37,24,mixed,12,2,66.230760,tangency
37,24,mixed,12,3,71.943906,tangency
37,24,mixed,12,4,76.331055,tangency
37,24,mixed,12,5,79.815866,tangency
37,24,mixed,12,6,82.615380,tangency
37,24,mixed,12,7,84.860175,tangency
37,24,mixed,12,8,86.635546,tangency
37,24,mixed,12,9,87.999555,tangency
37,24,mixed,12,10,88.992142,tangency
37,24,mixed,12,11,89.640149,tangency
37,24,mixed,12,12,89.960179,tangency
37,25,odd-odd,13,1,47.493358,pitchfork
37,25,odd-odd,13,2,60.885020,tangency
37,25,odd-odd,13,3,67.820571,tangency
37,25,odd-odd,13,4,72.977827,tangency
37,25,odd-odd,13,5,77.038605,tangency
37,25,odd-odd,13,6,80.306254,tangency
37,25,odd-odd,13,7,82.952192,tangency
37,25,odd-odd,13,8,85.085074,tangency
37,25,odd-odd,13,9,86.778162,tangency
37,25,odd-odd,13,10,88.082355,tangency
37,25,odd-odd,13,11,89.033152,tangency
37,25,odd-odd,13,12,89.654631,tangency
37,25,odd-odd,13,13,89.961773,tangency
37,26,mixed,13,1,54.228428,tangency
37,26,mixed,13,2,63.025081,tangency
37,26,mixed,13,3,69.144833,tangency
37,26,mixed,13,4,73.876123,tangency
37,26,mixed,13,5,77.666663,tangency
37,26,mixed,13,6,80.747239,tangency
37,26,mixed,13,7,83.257694,tangency
37,26,mixed,13,8,85.290298,tangency
37,26,mixed,13,9,86.908861,tangency
37,26,mixed,13,10,88.158469,tangency
37,26,mixed,13,11,89.070930,tangency
37,26,mixed,13,12,89.667989,tangency
37,26,mixed,13,13,89.963244,tangency
37,27,odd-odd,14,1,43.136259,pitchfork
37,27,odd-odd,14,2,57.328632,tangency
37,27,odd-odd,14,3,64.739243,tangency
37,27,odd-odd,14,4,70.278770,tangency
37,27,odd-odd,14,5,74.667940,tangency
37,27,odd-odd,14,6,78.229406,tangency
37,27,odd-odd,14,7,81.146521,tangency
37,27,odd-odd,14,8,83.536300,tangency
37,27,odd-odd,14,9,85.478417,tangency
37,27,odd-odd,14,10,87.029112,tangency
37,27,odd-odd,14,11,88.228686,tangency
37,27,odd-odd,14,12,89.105847,tangency
37,27,odd-odd,14,13,89.680350,tangency
37,27,odd-odd,14,14,89.964606,tangency
37,28,mixed,14,1,50.225690,tangency
37,28,mixed,14,2,59.614096,tangency
37,28,mixed,14,3,66.174142,tangency
37,28,mixed,14,4,71.268369,tangency
37,28,mixed,14,5,75.373777,tangency
37,28,mixed,14,6,78.737546,tangency
37,28,mixed,14,7,81.510178,tangency
37,28,mixed,14,8,83.791594,tangency
37,28,mixed,14,9,85.651558,tangency
37,28,mixed,14,10,87.140149,tangency
37,28,mixed,14,11,88.293675,tangency
37,28,mixed,14,12,89.138216,tangency
37,28,mixed,14,13,89.691822,tangency
37,28,mixed,14,14,89.965871,tangency
37,29,odd-odd,15,1,38.391667,pitchfork
37,29,odd-odd,15,2,53.511560,tangency
37,29,odd-odd,15,3,61.453954,tangency
37,29,odd-odd,15,4,67.408220,tangency
37,29,odd-odd,15,5,72.144216,tangency
37,29,odd-odd,15,6,76.008675,tangency
37,29,odd-odd,15,7,79.199396,tangency
37,29,odd-odd,15,8,81.843092,tangency
37,29,odd-odd,15,9,84.026522,tangency
37,29,odd-odd,15,10,85.811498,tangency
37,29,odd-odd,15,11,87.243012,tangency
37,29,odd-odd,15,12,88.354006,tangency
37,29,odd-odd,15,13,89.168310,tangency
37,29,odd-odd,15,14,89.702496,tangency
37,29,odd-odd,15,15,89.967049,tangency
37,30,mixed,15,1,45.867715,tangency
37,30,mixed,15,2,55.946692,tangency
37,30,mixed,15,3,63.000869,tangency
37,30,mixed,15,4,68.489493,tangency
37,30,mixed,15,5,72.927873,tangency
37,30,mixed,15,6,76.584039,tangency
37,30,mixed,15,7,79.621537,tangency
37,30,mixed,15,8,82.149241,tangency
37,30,mixed,15,9,84.243534,tangency
37,30,mixed,15,10,85.959737,tangency
37,30,mixed,15,11,87.338589,tangency
37,30,mixed,15,12,88.410168,tangency
37,30,mixed,15,13,89.196361,tangency
37,30,mixed,15,14,89.712455,tangency
37,30,mixed,15,15,89.968147,tangency
37,31,odd-odd,16,1,33.087500,pitchfork
37,31,odd-odd,16,2,49.350415,tangency
37,31,odd-odd,16,3,57.915896,tangency
37,31,odd-odd,16,4,64.336538,tangency
37,31,odd-odd,16,5,69.449948,tangency
37,31,odd-odd,16,6,73.635199,tangency
37,31,odd-odd,16,7,77.108742,tangency
37,31,odd-odd,16,8,80.009276,tangency
37,31,odd-odd,16,9,82.431911,tangency
37,31,odd-odd,16,10,84.444685,tangency
37,31,odd-odd,16,11,86.097548,tangency
37,31,odd-odd,16,12,87.427643,tangency
37,31,odd-odd,16,13,88.462584,tangency
37,31,odd-odd,16,14,89.222572,tangency
37,31,odd-odd,16,15,89.721767,tangency
37,31,odd-odd,16,16,89.969175,tangency
37,32,mixed,16,1,41.005862,tangency
37,32,mixed,16,2,51.943427,tangency
37,32,mixed,16,3,59.578169,tangency
37,32,mixed,16,4,65.511012,tangency
37,32,mixed,16,5,70.312174,tangency
37,32,mixed,16,6,74.278251,tangency
37,32,mixed,16,7,77.589835,tangency
37,32,mixed,16,8,80.366955,tangency
37,32,mixed,16,9,82.693844,tangency
37,32,mixed,16,10,84.631719,tangency
37,32,mixed,16,11,86.226024,tangency
37,32,mixed,16,12,87.510829,tangency
37,32,mixed,16,13,88.511619,tangency
37,32,mixed,16,14,89.247118,tangency
37,32,mixed,16,15,89.730494,tangency
37,32,mixed,16,16,89.970139,tangency
37,33,odd-odd,17,1,26.888048,pitchfork
37,33,odd-odd,17,2,44.705178,tangency
37,33,odd-odd,17,3,54.048859,tangency
37,33,odd-odd,17,4,61.018591,tangency
37,33,odd-odd,17,5,66.557674,tangency
37,33,odd-odd,17,6,71.092823,tangency
37,33,odd-odd,17,7,74.866432,tangency
37,33,odd-odd,17,8,78.033019,tangency
37,33,odd-odd,17,9,80.698170,tangency
37,33,odd-odd,17,10,82.937353,tangency
37,33,odd-odd,17,11,84.806123,tangency
37,33,odd-odd,17,12,86.346104,tangency
37,33,odd-odd,17,13,87.588719,tangency
37,33,odd-odd,17,14,88.557595,tangency
37,33,odd-odd,17,15,89.270155,tangency
37,33,odd-odd,17,16,89.738689,tangency
37,33,odd-odd,17,17,89.971044,tangency
37,34,mixed,17,1,35.353272,tangency
37,34,mixed,17,2,47.470621,tangency
37,34,mixed,17,3,55.832607,tangency
37,34,mixed,17,4,62.289315,tangency
37,34,mixed,17,5,67.500133,tangency
37,34,mixed,17,6,71.804575,tangency
37,34,mixed,17,7,75.407232,tangency
37,34,mixed,17,8,78.442970,tangency
37,34,mixed,17,9,81.005933,tangency
37,34,mixed,17,10,83.164405,tangency
37,34,mixed,17,11,84.969177,tangency
37,34,mixed,17,12,86.458605,tangency
37,34,mixed,17,13,87.661811,tangency
37,34,mixed,17,14,88.600790,tangency
37,34,mixed,17,15,89.291817,tangency
37,34,mixed,17,16,89.746400,tangency
37,34,mixed,17,17,89.971896,tangency
37,35,odd-odd,18,1,18.924644,pitchfork
37,35,odd-odd,18,2,39.305892,tangency
37,35,odd-odd,18,3,49.724370,tangency
37,35,odd-odd,18,4,57.383396,tangency
37,35,odd-odd,18,5,63.425151,tangency
37,35,odd-odd,18,6,68.355818,tangency
37,35,odd-odd,18,7,72.457343,tangency
37,35,odd-odd,18,8,75.906723,tangency
37,35,odd-odd,18,9,78.823574,tangency
37,35,odd-odd,18,10,81.292794,tangency
37,35,odd-odd,18,11,83.376684,tangency
37,35,odd-odd,18,12,85.121988,tangency
37,35,odd-odd,18,13,86.564236,tangency
37,35,odd-odd,18,14,87.730539,tangency
37,35,odd-odd,18,15,88.641451,tangency
37,35,odd-odd,18,16,89.312226,tangency
37,35,odd-odd,18,17,89.753668,tangency
37,35,odd-odd,18,18,89.972699,tangency
37,36,mixed,18,1,28.184311,tangency
37,36,mixed,18,2,42.270630,tangency
37,36,mixed,18,3,51.640196,tangency
37,36,mixed,18,4,58.755617,tangency
37,36,mixed,18,5,64.450746,tangency
37,36,mixed,18,6,69.138025,tangency
37,36,mixed,18,7,73.059039,tangency
37,36,mixed,18,8,76.369899,tangency
37,36,mixed,18,9,79.178097,tangency
37,36,mixed,18,10,81.560925,tangency
37,36,mixed,18,11,83.575643,tangency
37,36,mixed,18,12,85.265519,tangency
37,36,mixed,18,13,86.663621,tangency
37,36,mixed,18,14,87.795290,tangency
37,36,mixed,18,15,88.679798,tangency
37,36,mixed,18,16,89.331486,tangency
37,36,mixed,18,17,89.760530,tangency
37,36,mixed,18,18,89.973458,tangency
38,3,mixed,1,1,88.614507,tangency
38,5,mixed,2,1,86.433915,tangency
38,5,mixed,2,2,89.229071,tangency
38,7,mixed,3,1,84.008370,tangency
38,7,mixed,3,2,87.700062,tangency
38,7,mixed,3,3,89.458955,tangency
38,9,mixed,4,1,81.442057,tangency
38,9,mixed,4,2,85.825393,tangency
38,9,mixed,4,3,88.268704,tangency
38,9,mixed,4,4,89.582102,tangency
38,11,mixed,5,1,78.770696,tangency
38,11,mixed,5,2,83.736599,tangency
38,11,mixed,5,3,86.723047,tangency
38,11,mixed,5,4,88.604850,tangency
38,11,mixed,5,5,89.659263,tangency
38,13,mixed,6,1,76.007167,tangency
38,13,mixed,6,2,81.490634,tangency
38,13,mixed,6,3,84.940748,tangency
38,13,mixed,6,4,87.285467,tangency
38,13,mixed,6,5,88.829348,tangency
38,13,mixed,6,6,89.712251,tangency
38,15,mixed,7,1,73.153623,tangency
38,15,mixed,7,2,79.114654,tangency
38,15,mixed,7,3,82.980013,tangency
38,15,mixed,7,4,85.725438,tangency
38,15,mixed,7,5,87.676731,tangency
38,15,mixed,7,6,88.990637,tangency
38,15,mixed,7,7,89.750924,tangency
38,17,mixed,8,1,70.205664,tangency
38,17,mixed,8,2,76.620769,tangency
38,17,mixed,8,3,80.871501,tangency
38,17,mixed,8,4,83.978887,tangency
38,17,mixed,8,5,86.287318,tangency
38,17,mixed,8,6,87.966561,tangency
38,17,mixed,8,7,89.112395,tangency
38,17,mixed,8,8,89.780407,tangency
38,21,mixed,10,1,63.983347,tangency
38,21,mixed,10,2,71.284448,tangency
38,21,mixed,10,3,76.264288,tangency
38,21,mixed,10,4,80.034005,tangency
38,21,mixed,10,5,82.973063,tangency
38,21,mixed,10,6,85.273283,tangency
38,21,mixed,10,7,87.048045,tangency
38,21,mixed,10,8,88.369444,tangency
38,21,mixed,10,9,89.284366,tangency
38,21,mixed,10,10,89.822410,tangency
38,23,mixed,11,1,60.674013,tangency
38,23,mixed,11,2,68.428635,tangency
38,23,mixed,11,3,73.770898,tangency
38,23,mixed,11,4,77.859838,tangency
38,23,mixed,11,5,81.093307,tangency
38,23,mixed,11,6,83.674002,tangency
38,23,mixed,11,7,85.723164,tangency
38,23,mixed,11,8,87.319402,tangency
38,23,mixed,11,9,88.515602,tangency
38,23,mixed,11,10,89.347424,tangency
38,23,mixed,11,11,89.837903,tangency
38,25,mixed,12,1,57.197586,tangency
38,25,mixed,12,2,65.428590,tangency
38,25,mixed,12,3,71.143726,tangency
38,25,mixed,12,4,75.554374,tangency
38,25,mixed,12,5,79.078589,tangency
38,25,mixed,12,6,81.930755,tangency
38,25,mixed,12,7,84.240205,tangency
38,25,mixed,12,8,86.091854,tangency
38,25,mixed,12,9,87.544013,tangency
38,25,mixed,12,10,88.637413,tangency
38,25,mixed,12,11,89.400214,tangency
38,25,mixed,12,12,89.850906,tangency
38,27,mixed,13,1,53.514652,tangency
38,27,mixed,13,2,62.260681,tangency
38,27,mixed,13,3,68.369488,tangency
38,27,mixed,13,4,73.112252,tangency
38,27,mixed,13,5,76.930368,tangency
38,27,mixed,13,6,80.051486,tangency
38,27,mixed,13,7,82.613800,tangency
38,27,mixed,13,8,84.708808,tangency
38,27,mixed,13,9,86.400148,tangency
38,27,mixed,13,10,87.733215,tangency
38,27,mixed,13,11,88.740553,tangency
38,27,mixed,13,12,89.445066,tangency
38,27,mixed,13,13,89.861976,tangency
38,29,mixed,14,1,49.568080,tangency
38,29,mixed,14,2,58.890561,tangency
38,29,mixed,14,3,65.427336,tangency
38,29,mixed,14,4,70.521931,tangency
38,29,mixed,14,5,74.644298,tangency
38,29,mixed,14,6,78.038017,tangency
38,29,mixed,14,7,80.851581,tangency
38,29,mixed,14,8,83.183812,tangency
38,29,mixed,14,9,85.103983,tangency
38,29,mixed,14,10,86.662131,tangency
38,29,mixed,14,11,87.894898,tangency
38,29,mixed,14,12,88.829045,tangency
38,29,mixed,14,13,89.483652,tangency
38,29,mixed,14,14,89.871515,tangency
38,31,mixed,15,1,45.270192,tangency
38,31,mixed,15,2,55.267433,tangency
38,31,mixed,15,3,62.286138,tangency
38,31,mixed,15,4,67.764533,tangency
38,31,mixed,15,5,72.210054,tangency
38,31,mixed,15,6,75.886642,tangency
38,31,mixed,15,7,78.955481,tangency
38,31,mixed,15,8,81.524057,tangency
38,31,mixed,15,9,83.667991,tangency
38,31,mixed,15,10,85.442291,tangency
38,31,mixed,15,11,86.887734,tangency
38,31,mixed,15,12,88.034739,tangency
38,31,mixed,15,13,88.905825,tangency
38,31,mixed,15,14,89.517203,tangency
38,31,mixed,15,15,89.879819,tangency
38,33,mixed,16,1,40.474153,tangency
38,33,mixed,16,2,51.312575,tangency
38,33,mixed,16,3,58.899190,tangency
38,33,mixed,16,4,64.811307,tangency
38,33,mixed,16,5,69.610236,tangency
38,33,mixed,16,6,73.587914,tangency
38,33,mixed,16,7,76.922195,tangency
38,33,mixed,16,8,79.731433,tangency
38,33,mixed,16,9,82.098857,tangency
38,33,mixed,16,10,84.085139,tangency
38,33,mixed,16,11,85.735530,tangency
38,33,mixed,16,12,87.084187,tangency
38,33,mixed,16,13,88.156938,tangency
38,33,mixed,16,14,88.973090,tangency
38,33,mixed,16,15,89.546648,tangency
38,33,mixed,16,16,89.887114,tangency
38,35,mixed,17,1,34.896664,tangency
38,35,mixed,17,2,46.893722,tangency
38,35,mixed,17,3,55.193587,tangency
38,35,mixed,17,4,61.618671,tangency
38,35,mixed,17,5,66.817968,tangency
38,35,mixed,17,6,71.125587,tangency
38,35,mixed,17,7,74.742931,tangency
38,35,mixed,17,8,77.802883,tangency
38,35,mixed,17,9,80.398341,tangency
38,35,mixed,17,10,82.596834,tangency
38,35,mixed,17,11,84.448762,tangency
38,35,mixed,17,12,85.992367,tangency
38,35,mixed,17,13,87.256892,tangency
38,35,mixed,17,14,88.264669,tangency
38,35,mixed,17,15,89.032516,tangency
38,35,mixed,17,16,89.572699,tangency
38,35,mixed,17,17,89.893573,tangency
38,37,mixed,18,1,27.821211,tangency
38,37,mixed,18,2,41.756142,tangency
38,37,mixed,18,3,51.046497,tangency
38,37,mixed,18,4,58.118233,tangency
38,37,mixed,18,5,63.792204,tangency
38,37,mixed,18,6,68.474316,tangency
38,37,mixed,18,7,72.402368,tangency
38,37,mixed,18,8,75.730111,tangency
38,37,mixed,18,9,78.563530,tangency
38,37,mixed,18,10,80.978955,tangency
38,37,mixed,18,11,83.033072,tangency
38,37,mixed,18,12,84.768860,tangency
38,37,mixed,18,13,86.219333,tangency
38,37,mixed,18,14,87.409974,tangency
38,37,mixed,18,15,88.360382,tangency
38,37,mixed,18,16,89.085404,tangency
38,37,mixed,18,17,89.595911,tangency
38,37,mixed,18,18,89.899333,tangency
39,1,odd-odd,1,1,88.530716,pitchfork
39,2,mixed,1,1,89.520433,tangency
39,4,mixed,2,1,87.629979,tangency
39,4,mixed,2,2,89.770415,tangency
39,5,odd-odd,3,1,82.634114,pitchfork
39,5,odd-odd,3,2,88.220814,tangency
39,5,odd-odd,3,3,89.817211,tangency
39,7,odd-odd,4,1,79.660109,pitchfork
39,7,odd-odd,4,2,86.297638,tangency
39,7,odd-odd,4,3,88.785291,tangency
39,7,odd-odd,4,4,89.869973,tangency
39,8,mixed,4,1,82.928226,tangency
39,8,mixed,4,2,86.877744,tangency
39,8,mixed,4,3,88.947706,tangency
39,8,mixed,4,4,89.886340,tangency
39,10,mixed,5,1,80.376876,tangency
39,10,mixed,5,2,84.938191,tangency
39,10,mixed,5,3,87.594547,tangency
39,10,mixed,5,4,89.167648,tangency
39,10,mixed,5,5,89.909178,tangency
39,11,odd-odd,6,1,73.617330,pitchfork
39,11,odd-odd,6,2,81.840811,tangency
39,11,odd-odd,6,3,85.516778,tangency
39,11,odd-odd,6,4,87.836391,tangency
39,11,odd-odd,6,5,89.245890,tangency
39,11,odd-odd,6,6,89.917464,tangency
39,14,mixed,7,1,75.004067,tangency
39,14,mixed,7,2,80.574151,tangency
39,14,mixed,7,3,84.138056,tangency
39,14,mixed,7,4,86.621544,tangency
39,14,mixed,7,5,88.331058,tangency
39,14,mixed,7,6,89.411092,tangency
39,14,mixed,7,7,89.935193,tangency
39,16,mixed,8,1,72.189248,tangency
39,16,mixed,8,2,78.207041,tangency
39,16,mixed,8,3,82.156414,tangency
39,16,mixed,8,4,85.007555,tangency
39,16,mixed,8,5,87.085723,tangency
39,16,mixed,8,6,88.549381,tangency
39,16,mixed,8,7,89.485878,tangency
39,16,mixed,8,8,89.943307,tangency
39,17,odd-odd,9,1,64.157587,pitchfork
39,17,odd-odd,9,2,74.263089,tangency
39,17,odd-odd,9,3,79.221120,tangency
39,17,odd-odd,9,4,82.738032,tangency
39,17,odd-odd,9,5,85.345292,tangency
39,17,odd-odd,9,6,87.271214,tangency
39,17,odd-odd,9,7,88.638050,tangency
39,17,odd-odd,9,8,89.516529,tangency
39,17,odd-odd,9,9,89.946647,tangency
39,19,odd-odd,10,1,60.844635,pitchfork
39,19,odd-odd,10,2,71.534243,tangency
39,19,odd-odd,10,3,76.872524,tangency
39,19,odd-odd,10,4,80.727086,tangency
39,19,odd-odd,10,5,83.653538,tangency
39,19,odd-odd,10,6,85.893027,tangency
39,19,odd-odd,10,7,87.577360,tangency
39,19,odd-odd,10,8,88.785970,tangency
39,19,odd-odd,10,9,89.567983,tangency
39,19,odd-odd,10,10,89.952270,tangency
39,20,mixed,10,1,66.274595,tangency
39,20,mixed,10,2,73.144726,tangency
39,20,mixed,10,3,77.805275,tangency
39,20,mixed,10,4,81.311754,tangency
39,20,mixed,10,5,84.022905,tangency
39,20,mixed,10,6,86.118922,tangency
39,20,mixed,10,7,87.705353,tangency
39,20,mixed,10,8,88.848347,tangency
39,20,mixed,10,9,89.589792,tangency
39,20,mixed,10,10,89.954659,tangency
39,22,mixed,11,1,63.149620,tangency
39,22,mixed,11,2,70.444730,tangency
39,22,mixed,11,3,75.450007,tangency
39,22,mixed,11,4,79.264650,tangency
39,22,mixed,11,5,82.264064,tangency
39,22,mixed,11,6,84.638454,tangency
39,22,mixed,11,7,86.500836,tangency
39,22,mixed,11,8,87.923803,tangency
39,22,mixed,11,9,88.955468,tangency
39,22,mixed,11,10,89.627387,tangency
39,22,mixed,11,11,89.958785,tangency
39,23,odd-odd,12,1,53.861185,pitchfork
39,23,odd-odd,12,2,65.737180,tangency
39,23,odd-odd,12,3,71.827916,tangency
39,23,odd-odd,12,4,76.331539,tangency
39,23,odd-odd,12,5,79.853209,tangency
39,23,odd-odd,12,6,82.659185,tangency
39,23,odd-odd,12,7,84.898348,tangency
39,23,odd-odd,12,8,86.663952,tangency
39,23,odd-odd,12,9,88.017832,tangency
39,23,odd-odd,12,10,89.001816,tangency
39,23,odd-odd,12,11,89.643705,tangency
39,23,odd-odd,12,12,89.960578,tangency
39,25,odd-odd,13,1,50.131658,pitchfork
39,25,odd-odd,13,2,62.638495,tangency
39,25,odd-odd,13,3,69.119013,tangency
39,25,odd-odd,13,4,73.949290,tangency
39,25,odd-odd,13,5,77.761915,tangency
39,25,odd-odd,13,6,80.836779,tangency
39,25,odd-odd,13,7,83.331527,tangency
39,25,odd-odd,13,8,85.345924,tangency
39,25,odd-odd,13,9,86.947198,tangency
39,25,odd-odd,13,10,88.182055,tangency
39,25,odd-odd,13,11,89.083081,tangency
39,25,odd-odd,13,12,89.672387,tangency
39,25,odd-odd,13,13,89.963734,tangency
39,28,mixed,14,1,52.828186,tangency
39,28,mixed,14,2,61.522722,tangency
39,28,mixed,14,3,67.618084,tangency
39,28,mixed,14,4,72.368805,tangency
39,28,mixed,14,5,76.210171,tangency
39,28,mixed,14,6,79.366760,tangency
39,28,mixed,14,7,81.975104,tangency
39,28,mixed,14,8,84.125859,tangency
39,28,mixed,14,9,85.882379,tangency
39,28,mixed,14,10,87.290202,tangency
39,28,mixed,14,11,88.382390,tangency
39,28,mixed,14,12,89.182720,tangency
39,28,mixed,14,13,89.707665,tangency
39,28,mixed,14,14,89.967622,tangency
39,29,odd-odd,15,1,41.961889,pitchfork
39,29,odd-odd,15,2,55.909531,tangency
39,29,odd-odd,15,3,63.251292,tangency
39,29,odd-odd,15,4,68.779275,tangency
39,29,odd-odd,15,5,73.194067,tangency
