k,m,case,n_criticals,crit_index,i_crit_deg,kind
28,17,mixed,8,1,62.254705,tangency
28,17,mixed,8,2,71.387481,tangency
28,17,mixed,8,3,77.386163,tangency
28,17,mixed,8,4,81.726810,tangency
28,17,mixed,8,5,84.921748,tangency
28,17,mixed,8,6,87.228257,tangency
28,17,mixed,8,7,88.793068,tangency
28,17,mixed,8,8,89.701837,tangency
28,19,mixed,9,1,57.615874,tangency
28,19,mixed,9,2,67.554550,tangency
28,19,mixed,9,3,74.173570,tangency
28,19,mixed,9,4,79.047766,tangency
28,19,mixed,9,5,82.730364,tangency
28,19,mixed,9,6,85.503763,tangency
28,19,mixed,9,7,87.533676,tangency
28,19,mixed,9,8,88.922646,tangency
28,19,mixed,9,9,89.733376,tangency
28,23,mixed,11,1,46.971785,tangency
28,23,mixed,11,2,58.893194,tangency
28,23,mixed,11,3,66.922389,tangency
28,23,mixed,11,4,72.931715,tangency
28,23,mixed,11,5,77.592817,tangency
28,23,mixed,11,6,81.253436,tangency
28,23,mixed,11,7,84.122017,tangency
28,23,mixed,11,8,86.333102,tangency
28,23,mixed,11,9,87.976589,tangency
28,23,mixed,11,10,89.112647,tangency
28,23,mixed,11,11,89.779905,tangency
28,25,mixed,12,1,40.472875,tangency
28,25,mixed,12,2,53.834147,tangency
28,25,mixed,12,3,62.767229,tangency
28,25,mixed,12,4,69.442482,tangency
28,25,mixed,12,5,74.639003,tangency
28,25,mixed,12,6,78.757099,tangency
28,25,mixed,12,7,82.035508,tangency
28,25,mixed,12,8,84.628503,tangency
28,25,mixed,12,9,86.640301,tangency
28,25,mixed,12,10,88.142623,tangency
28,25,mixed,12,11,89.184429,tangency
28,25,mixed,12,12,89.797561,tangency
28,27,mixed,13,1,32.253767,tangency
28,27,mixed,13,2,47.952531,tangency
28,27,mixed,13,3,58.100551,tangency
28,27,mixed,13,4,65.585034,tangency
28,27,mixed,13,5,71.390298,tangency
28,27,mixed,13,6,76.003224,tangency
28,27,mixed,13,7,79.707204,tangency
28,27,mixed,13,8,82.682930,tangency
28,27,mixed,13,9,85.052068,tangency
28,27,mixed,13,10,86.899083,tangency
28,27,mixed,13,11,88.283209,tangency
28,27,mixed,13,12,89.245417,tangency
28,27,mixed,13,13,89.812592,tangency
29,1,odd-odd,1,1,88.023892,pitchfork
29,2,mixed,1,1,89.354997,tangency
29,3,odd-odd,2,1,84.062228,pitchfork
29,3,odd-odd,2,2,89.583879,tangency
29,4,mixed,2,1,86.809805,tangency
29,4,mixed,2,2,89.691214,tangency
29,5,odd-odd,3,1,80.071808,pitchfork
29,5,odd-odd,3,2,87.605033,tangency
29,5,odd-odd,3,3,89.754154,tangency
29,6,mixed,3,1,83.751527,tangency
29,6,mixed,3,2,88.061292,tangency
29,6,mixed,3,3,89.795655,tangency
29,7,odd-odd,4,1,76.032037,pitchfork
29,7,odd-odd,4,2,85.008003,tangency
29,7,odd-odd,4,3,88.364841,tangency
29,7,odd-odd,4,4,89.825117,tangency
29,8,mixed,4,1,80.442846,tangency
29,8,mixed,4,2,85.789969,tangency
29,8,mixed,4,3,88.583466,tangency
29,8,mixed,4,4,89.847130,tangency
29,9,odd-odd,5,1,71.919987,pitchfork
29,9,odd-odd,5,2,82.086183,tangency
29,9,odd-odd,5,3,86.341243,tangency
29,9,odd-odd,5,4,88.749211,tangency
29,9,odd-odd,5,5,89.864208,tangency
29,10,mixed,5,1,76.951932,tangency
29,10,mixed,5,2,83.157288,tangency
29,10,mixed,5,3,86.756335,tangency
29,10,mixed,5,4,88.879532,tangency
29,10,mixed,5,5,89.877846,tangency
29,11,odd-odd,6,1,67.709030,pitchfork
29,11,odd-odd,6,2,78.933740,tangency
29,11,odd-odd,6,3,83.939020,tangency
29,11,odd-odd,6,4,87.082410,tangency
29,11,odd-odd,6,5,88.984856,tangency
29,11,odd-odd,6,6,89.888991,tangency
29,12,mixed,6,1,73.295546,tangency
29,12,mixed,6,2,80.265618,tangency
29,12,mixed,6,3,84.544171,tangency
29,12,mixed,6,4,87.346394,tangency
29,12,mixed,6,5,89.071834,tangency
29,12,mixed,6,6,89.898270,tangency
29,13,odd-odd,7,1,63.366881,pitchfork
29,13,odd-odd,7,2,75.583480,tangency
29,13,odd-odd,7,3,81.260878,tangency
29,13,odd-odd,7,4,85.030570,tangency
29,13,odd-odd,7,5,87.565034,tangency
29,13,odd-odd,7,6,89.144925,tangency
29,13,odd-odd,7,7,89.906115,tangency
29,14,mixed,7,1,69.467074,tangency
29,14,mixed,7,2,77.155560,tangency
29,14,mixed,7,3,82.046349,tangency
29,14,mixed,7,4,85.432065,tangency
29,14,mixed,7,5,87.749404,tangency
29,14,mixed,7,6,89.207241,tangency
29,14,mixed,7,7,89.912836,tangency
29,15,odd-odd,8,1,58.852610,pitchfork
29,15,odd-odd,8,2,72.039512,tangency
29,15,odd-odd,8,3,78.350918,tangency
29,15,odd-odd,8,4,82.688070,tangency
29,15,odd-odd,8,5,85.770199,tangency
29,15,odd-odd,8,6,87.907161,tangency
29,15,odd-odd,8,7,89.261018,tangency
29,15,odd-odd,8,8,89.918658,tangency
29,16,mixed,8,1,65.443628,tangency
29,16,mixed,8,2,73.837412,tangency
29,16,mixed,8,3,79.308048,tangency
29,16,mixed,8,4,83.225278,tangency
29,16,mixed,8,5,86.059517,tangency
29,16,mixed,8,6,88.043797,tangency
29,16,mixed,8,7,89.307912,tangency
29,16,mixed,8,8,89.923750,tangency
29,17,odd-odd,9,1,54.111702,pitchfork
29,17,odd-odd,9,2,68.286933,tangency
29,17,odd-odd,9,3,75.223092,tangency
29,17,odd-odd,9,4,80.099755,tangency
29,17,odd-odd,9,5,83.683312,tangency
29,17,odd-odd,9,6,86.310273,tangency
29,17,odd-odd,9,7,88.163364,tangency
29,17,odd-odd,9,8,89.349173,tangency
29,17,odd-odd,9,9,89.928242,tangency
29,18,mixed,9,1,61.185776,tangency
29,18,mixed,9,2,70.301374,tangency
29,18,mixed,9,3,76.345301,tangency
29,18,mixed,9,4,80.769724,tangency
29,18,mixed,9,5,84.079511,tangency
29,18,mixed,9,6,86.529950,tangency
29,18,mixed,9,7,88.268921,tangency
29,18,mixed,9,8,89.385763,tangency
29,18,mixed,9,9,89.932234,tangency
29,19,odd-odd,10,1,49.067275,pitchfork
29,19,odd-odd,10,2,64.293072,tangency
29,19,odd-odd,10,3,71.871026,tangency
29,19,odd-odd,10,4,77.282732,tangency
29,19,odd-odd,10,5,81.346443,tangency
29,19,odd-odd,10,6,84.426259,tangency
29,19,odd-odd,10,7,86.724159,tangency
29,19,odd-odd,10,8,88.362832,tangency
29,19,odd-odd,10,9,89.418438,tangency
29,19,odd-odd,10,10,89.935804,tangency
29,20,mixed,10,1,56.631905,tangency
29,20,mixed,10,2,66.519394,tangency
29,20,mixed,10,3,73.154083,tangency
29,20,mixed,10,4,78.082922,tangency
29,20,mixed,10,5,81.849588,tangency
29,20,mixed,10,6,84.732701,tangency
29,20,mixed,10,7,86.897202,tangency
29,20,mixed,10,8,88.446946,tangency
29,20,mixed,10,9,89.447797,tangency
29,20,mixed,10,10,89.939018,tangency
29,21,odd-odd,11,1,43.602819,pitchfork
29,21,odd-odd,11,2,60.002996,tangency
29,21,odd-odd,11,3,68.270046,tangency
29,21,odd-odd,11,4,74.234586,tangency
29,21,odd-odd,11,5,78.777081,tangency
29,21,odd-odd,11,6,82.293340,tangency
29,21,odd-odd,11,7,85.005771,tangency
29,21,odd-odd,11,8,87.052442,tangency
29,21,odd-odd,11,9,88.522738,tangency
29,21,odd-odd,11,10,89.474321,tangency
29,21,odd-odd,11,11,89.941924,tangency
29,22,mixed,11,1,51.684534,tangency
29,22,mixed,11,2,62.441305,tangency
29,22,mixed,11,3,69.712264,tangency
29,22,mixed,11,4,75.163545,tangency
29,22,mixed,11,5,79.386915,tangency
29,22,mixed,11,6,82.688263,tangency
29,22,mixed,11,7,85.250843,tangency
29,22,mixed,11,8,87.192552,tangency
29,22,mixed,11,9,88.591399,tangency
29,22,mixed,11,10,89.498405,tangency
29,22,mixed,11,11,89.944566,tangency
29,23,odd-odd,12,1,37.523513,pitchfork
29,23,odd-odd,12,2,55.327119,tangency
29,23,odd-odd,12,3,64.373664,tangency
29,23,odd-odd,12,4,70.935147,tangency
29,23,odd-odd,12,5,75.974620,tangency
29,23,odd-odd,12,6,79.928173,tangency
29,23,odd-odd,12,7,83.042433,tangency
29,23,odd-odd,12,8,85.472159,tangency
29,23,odd-odd,12,9,87.319684,tangency
29,23,odd-odd,12,10,88.653899,tangency
29,23,odd-odd,12,11,89.520372,tangency
29,23,odd-odd,12,12,89.946979,tangency
29,24,mixed,12,1,46.178284,tangency
29,24,mixed,12,2,57.983298,tangency
29,24,mixed,12,3,65.976315,tangency
29,24,mixed,12,4,71.992959,tangency
29,24,mixed,12,5,76.691339,tangency
29,24,mixed,12,6,80.412662,tangency
29,24,mixed,12,7,83.362156,tangency
29,24,mixed,12,8,85.673120,tangency
29,24,mixed,12,9,87.435593,tangency
29,24,mixed,12,10,88.711040,tangency
29,24,mixed,12,11,89.540489,tangency
29,24,mixed,12,12,89.949189,tangency
29,25,odd-odd,13,1,30.450314,pitchfork
29,25,odd-odd,13,2,50.111505,tangency
29,25,odd-odd,13,3,60.102694,tangency
29,25,odd-odd,13,4,67.343320,tangency
29,25,odd-odd,13,5,72.921638,tangency
29,25,odd-odd,13,6,77.330860,tangency
29,25,odd-odd,13,7,80.849463,tangency
29,25,odd-odd,13,8,83.652450,tangency
29,25,odd-odd,13,9,85.856491,tangency
29,25,odd-odd,13,10,87.541727,tangency
29,25,odd-odd,13,11,88.763487,tangency
29,25,odd-odd,13,12,89.558981,tangency
29,25,odd-odd,13,13,89.951223,tangency
29,26,mixed,13,1,39.792300,tangency
29,26,mixed,13,2,52.999883,tangency
29,26,mixed,13,3,61.870904,tangency
29,26,mixed,13,4,68.532107,tangency
29,26,mixed,13,5,73.746407,tangency
29,26,mixed,13,6,77.906112,tangency
29,26,mixed,13,7,81.245715,tangency
29,26,mixed,13,8,83.917365,tangency
29,26,mixed,13,9,86.024544,tangency
29,26,mixed,13,10,87.639292,tangency
29,26,mixed,13,11,88.811801,tangency
29,26,mixed,13,12,89.576039,tangency
29,26,mixed,13,13,89.953100,tangency
29,27,odd-odd,14,1,21.403350,pitchfork
29,27,odd-odd,14,2,44.056358,tangency
29,27,odd-odd,14,3,55.318523,tangency
29,27,odd-odd,14,4,63.387076,tangency
29,27,odd-odd,14,5,69.580817,tangency
29,27,odd-odd,14,6,74.485731,tangency
29,27,odd-odd,14,7,78.427089,tangency
29,27,odd-odd,14,8,81.607128,tangency
29,27,odd-odd,14,9,84.160213,tangency
29,27,odd-odd,14,10,86.179167,tangency
29,27,odd-odd,14,11,87.729299,tangency
29,27,odd-odd,14,12,88.856455,tangency
29,27,odd-odd,14,13,89.591823,tangency
29,27,odd-odd,14,14,89.954838,tangency
29,28,mixed,14,1,31.712957,tangency
29,28,mixed,14,2,47.206745,tangency
29,28,mixed,14,3,57.263277,tangency
29,28,mixed,14,4,64.711840,tangency
29,28,mixed,14,5,70.516297,tangency
29,28,mixed,14,6,75.153580,tangency
29,28,mixed,14,7,78.901684,tangency
29,28,mixed,14,8,81.938335,tangency
29,28,mixed,14,9,84.383738,tangency
29,28,mixed,14,10,86.321944,tangency
29,28,mixed,14,11,87.812605,tangency
29,28,mixed,14,12,88.897852,tangency
29,28,mixed,14,13,89.606471,tangency
29,28,mixed,14,14,89.956452,tangency
30,7,mixed,3,1,82.389039,tangency
30,7,mixed,3,2,87.082843,tangency
30,7,mixed,3,3,89.314442,tangency
30,11,mixed,5,1,75.661492,tangency
30,11,mixed,5,2,82.023748,tangency
30,11,mixed,5,3,85.836460,tangency
30,11,mixed,5,4,88.230385,tangency
30,11,mixed,5,5,89.568251,tangency
30,13,mixed,6,1,72.064543,tangency
30,13,mixed,6,2,79.129666,tangency
30,13,mixed,6,3,83.556370,tangency
30,13,mixed,6,4,86.550930,tangency
30,13,mixed,6,5,88.515131,tangency
30,13,mixed,6,6,89.635393,tangency
30,17,mixed,8,1,64.351008,tangency
30,17,mixed,8,2,72.753434,tangency
30,17,mixed,8,3,78.288193,tangency
30,17,mixed,8,4,82.305672,tangency
30,17,mixed,8,5,85.270857,tangency
30,17,mixed,8,6,87.416240,tangency
30,17,mixed,8,7,88.874144,tangency
30,17,mixed,8,8,89.721753,tangency
30,19,mixed,9,1,60.169325,tangency
30,19,mixed,9,2,69.260005,tangency
30,19,mixed,9,3,75.337820,tangency
30,19,mixed,9,4,79.831792,tangency
30,19,mixed,9,5,83.239231,tangency
30,19,mixed,9,6,85.812911,tangency
30,19,mixed,9,7,87.700954,tangency
30,19,mixed,9,8,88.995018,tangency
30,19,mixed,9,9,89.751184,tangency
30,23,mixed,11,1,50.835335,tangency
30,23,mixed,11,2,61.507349,tangency
30,23,mixed,11,3,68.762101,tangency
30,23,mixed,11,4,74.235354,tangency
30,23,mixed,11,5,78.507850,tangency
30,23,mixed,11,6,81.880317,tangency
30,23,mixed,11,7,84.533684,tangency
30,23,mixed,11,8,86.585278,tangency
30,23,mixed,11,9,88.113834,tangency
30,23,mixed,11,10,89.172257,tangency
30,23,mixed,11,11,89.794606,tangency
30,29,mixed,14,1,31.198447,tangency
30,29,mixed,14,2,46.494490,tangency
30,29,mixed,14,3,56.460489,tangency
30,29,mixed,14,4,63.871060,tangency
30,29,mixed,14,5,69.670723,tangency
30,29,mixed,14,6,74.326941,tangency
30,29,mixed,14,7,78.112509,tangency
30,29,mixed,14,8,81.202215,tangency
30,29,mixed,14,9,83.714719,tangency
30,29,mixed,14,10,85.733484,tangency
30,29,mixed,14,11,87.318307,tangency
30,29,mixed,14,12,88.512101,tangency
30,29,mixed,14,13,89.345051,tangency
30,29,mixed,14,14,89.837196,tangency
31,1,odd-odd,1,1,88.151428,pitchfork
31,2,mixed,1,1,89.396628,tangency
31,3,odd-odd,2,1,84.446556,pitchfork
31,3,odd-odd,2,2,89.610737,tangency
31,4,mixed,2,1,87.016389,tangency
31,4,mixed,2,2,89.711145,tangency
31,5,odd-odd,3,1,80.718201,pitchfork
31,5,odd-odd,3,2,87.760141,tangency
31,5,odd-odd,3,3,89.770022,tangency
31,6,mixed,3,1,84.158763,tangency
31,6,mixed,3,2,88.186858,tangency
31,6,mixed,3,3,89.808844,tangency
31,7,odd-odd,4,1,76.949695,pitchfork
31,7,odd-odd,4,2,85.333468,tangency
31,7,odd-odd,4,3,88.470750,tangency
31,7,odd-odd,4,4,89.836405,tangency
31,8,mixed,4,1,81.071781,tangency
31,8,mixed,4,2,86.064506,tangency
31,8,mixed,4,3,88.675216,tangency
31,8,mixed,4,4,89.856997,tangency
31,9,odd-odd,5,1,73.122731,pitchfork
31,9,odd-odd,5,2,82.607341,tangency
31,9,odd-odd,5,3,86.579861,tangency
31,9,odd-odd,5,4,88.830227,tangency
31,9,odd-odd,5,5,89.872972,tangency
31,10,mixed,5,1,77.822016,tangency
31,10,mixed,5,2,83.608098,tangency
31,10,mixed,5,3,86.967899,tangency
31,10,mixed,5,4,88.952107,tangency
31,10,mixed,5,5,89.885731,tangency
31,11,odd-odd,6,1,69.216440,pitchfork
31,11,odd-odd,6,2,79.672501,tangency
31,11,odd-odd,6,3,84.338438,tangency
31,11,odd-odd,6,4,87.272717,tangency
31,11,odd-odd,6,5,89.050610,tangency
31,11,odd-odd,6,6,89.896156,tangency
31,12,mixed,6,1,74.428740,tangency
31,12,mixed,6,2,80.915925,tangency
31,12,mixed,6,3,84.903780,tangency
31,12,mixed,6,4,87.519489,tangency
31,12,mixed,6,5,89.131954,tangency
31,12,mixed,6,6,89.904836,tangency
31,13,odd-odd,7,1,65.206138,pitchfork
31,13,odd-odd,7,2,76.563042,tangency
31,13,odd-odd,7,3,81.844981,tangency
31,13,odd-odd,7,4,85.358166,tangency
31,13,odd-odd,7,5,87.723873,tangency
31,13,odd-odd,7,6,89.200311,tangency
31,13,odd-odd,7,7,89.912175,tangency
31,14,mixed,7,1,70.890637,tangency
31,14,mixed,7,2,78.029225,tangency
31,14,mixed,7,3,82.578144,tangency
31,14,mixed,7,4,85.733227,tangency
31,14,mixed,7,5,87.896220,tangency
31,14,mixed,7,6,89.258591,tangency
31,14,mixed,7,7,89.918462,tangency
31,15,odd-odd,8,1,61.061472,pitchfork
31,15,odd-odd,8,2,73.287413,tangency
31,15,odd-odd,8,3,79.143874,tangency
31,15,odd-odd,8,4,83.177091,tangency
31,15,odd-odd,8,5,86.049092,tangency
31,15,odd-odd,8,6,88.043689,tangency
31,15,odd-odd,8,7,89.308885,tangency
31,15,odd-odd,8,8,89.923908,tangency
31,16,mixed,8,1,67.193270,tangency
31,16,mixed,8,2,74.962037,tangency
31,16,mixed,8,3,80.036265,tangency
31,16,mixed,8,4,83.678467,tangency
31,16,mixed,8,5,86.319352,tangency
31,16,mixed,8,6,88.171413,tangency
31,16,mixed,8,7,89.352741,tangency
31,16,mixed,8,8,89.928672,tangency
31,17,odd-odd,9,1,56.743569,pitchfork
31,17,odd-odd,9,2,69.838261,tangency
31,17,odd-odd,9,3,76.252401,tangency
31,17,odd-odd,9,4,80.774346,tangency
31,17,odd-odd,9,5,84.105933,tangency
31,17,odd-odd,9,6,86.553587,tangency
31,17,odd-odd,9,7,88.283181,tangency
31,17,odd-odd,9,8,89.391329,tangency
31,17,odd-odd,9,9,89.932873,tangency
31,18,mixed,9,1,63.310325,tangency
31,18,mixed,9,2,71.711484,tangency
31,18,mixed,9,3,77.297223,tangency
31,18,mixed,9,4,81.398886,tangency
31,18,mixed,9,5,84.475679,tangency
31,18,mixed,9,6,86.758788,tangency
31,18,mixed,9,7,88.381854,tangency
31,18,mixed,9,8,89.425550,tangency
31,18,mixed,9,9,89.936608,tangency
31,19,odd-odd,10,1,52.200278,pitchfork
31,19,odd-odd,10,2,66.194986,tangency
31,19,odd-odd,10,3,73.170642,tangency
31,19,odd-odd,10,4,78.169879,tangency
31,19,odd-odd,10,5,81.936463,tangency
31,19,odd-odd,10,6,84.799268,tangency
31,19,odd-odd,10,7,86.940198,tangency
31,19,odd-odd,10,8,88.469638,tangency
31,19,odd-odd,10,9,89.456108,tangency
31,19,odd-odd,10,10,89.939948,tangency
31,20,mixed,10,1,59.201289,tangency
31,20,mixed,10,2,68.260829,tangency
31,20,mixed,10,3,74.363077,tangency
31,20,mixed,10,4,78.914687,tangency
31,20,mixed,10,5,82.405433,tangency
31,20,mixed,10,6,85.085235,tangency
31,20,mixed,10,7,87.101835,tangency
31,20,mixed,10,8,88.548266,tangency
31,20,mixed,10,9,89.483565,tangency
31,20,mixed,10,10,89.942954,tangency
31,21,odd-odd,11,1,47.357690,pitchfork
31,21,odd-odd,11,2,62.322310,tangency
31,21,odd-odd,11,3,69.884636,tangency
31,21,odd-odd,11,4,75.367055,tangency
31,21,odd-odd,11,5,79.560737,tangency
31,21,odd-odd,11,6,82.819027,tangency
31,21,odd-odd,11,7,85.340056,tangency
31,21,odd-odd,11,8,87.246843,tangency
31,21,odd-odd,11,9,88.619114,tangency
31,21,odd-odd,11,10,89.508372,tangency
31,21,odd-odd,11,11,89.945673,tangency
31,22,mixed,11,1,54.805099,tangency
31,22,mixed,11,2,64.578493,tangency
31,22,mixed,11,3,71.221911,tangency
31,22,mixed,11,4,76.230074,tangency
31,22,mixed,11,5,80.128259,tangency
31,22,mixed,11,6,83.187095,tangency
31,22,mixed,11,7,85.568746,tangency
31,22,mixed,11,8,87.377716,tangency
31,22,mixed,11,9,88.683296,tangency
31,22,mixed,11,10,89.530896,tangency
31,22,mixed,11,11,89.948144,tangency
31,23,odd-odd,12,1,42.103449,pitchfork
31,23,odd-odd,12,2,58.164720,tangency
31,23,odd-odd,12,3,66.365615,tangency
31,23,odd-odd,12,4,72.355493,tangency
31,23,odd-odd,12,5,76.983467,tangency
31,23,odd-odd,12,6,80.631926,tangency
31,23,odd-odd,12,7,83.517170,tangency
31,23,odd-odd,12,8,85.775266,tangency
31,23,odd-odd,12,9,87.496467,tangency
31,23,odd-odd,12,10,88.741720,tangency
31,23,odd-odd,12,11,89.551439,tangency
31,23,odd-odd,12,12,89.950401,tangency
31,24,mixed,12,1,50.026448,tangency
31,24,mixed,12,2,60.612998,tangency
31,24,mixed,12,3,67.847171,tangency
31,24,mixed,12,4,73.335827,tangency
31,24,mixed,12,5,77.649132,tangency
31,24,mixed,12,6,81.082738,tangency
31,24,mixed,12,7,83.815134,tangency
31,24,mixed,12,8,85.962789,tangency
31,24,mixed,12,9,87.604734,tangency
31,24,mixed,12,10,88.795132,tangency
31,24,mixed,12,11,89.570253,tangency
31,24,mixed,12,12,89.952469,tangency
31,25,odd-odd,13,1,36.249321,pitchfork
31,25,odd-odd,13,2,53.633861,tangency
31,25,odd-odd,13,3,62.565289,tangency
31,25,odd-odd,13,4,69.110423,tangency
31,25,odd-odd,13,5,74.196314,tangency
31,25,odd-odd,13,6,78.243036,tangency
31,25,odd-odd,13,7,81.489157,tangency
31,25,odd-odd,13,8,84.085665,tangency
31,25,odd-odd,13,9,86.133897,tangency
31,25,odd-odd,13,10,87.703871,tangency
31,25,odd-odd,13,11,88.844158,tangency
31,25,odd-odd,13,12,89.587548,tangency
31,25,odd-odd,13,13,89.954371,tangency
31,26,mixed,13,1,44.704520,tangency
31,26,mixed,13,2,56.281114,tangency
31,26,mixed,13,3,64.193191,tangency
31,26,mixed,13,4,70.208638,tangency
31,26,mixed,13,5,74.960389,tangency
31,26,mixed,13,6,78.777206,tangency
31,26,mixed,13,7,81.857830,tangency
31,26,mixed,13,8,84.332538,tangency
31,26,mixed,13,9,86.290709,tangency
31,26,mixed,13,10,87.795003,tangency
31,26,mixed,13,11,88.889320,tangency
31,26,mixed,13,12,89.603501,tangency
31,26,mixed,13,13,89.956127,tangency
31,27,odd-odd,14,1,29.428707,pitchfork
31,27,odd-odd,14,2,48.579401,tangency
31,27,odd-odd,14,3,58.404578,tangency
31,27,odd-odd,14,4,65.588390,tangency
31,27,odd-odd,14,5,71.177186,tangency
31,27,odd-odd,14,6,75.645205,tangency
31,27,odd-odd,14,7,79.260938,tangency
31,27,odd-odd,14,8,82.194074,tangency
31,27,odd-odd,14,9,84.558845,tangency
31,27,odd-odd,14,10,86.434989,tangency
31,27,odd-odd,14,11,87.879075,tangency
31,27,odd-odd,14,12,88.931061,tangency
31,27,odd-odd,14,13,89.618263,tangency
31,27,odd-odd,14,14,89.957753,tangency
31,28,mixed,14,1,38.527997,tangency
31,28,mixed,14,2,51.440258,tangency
31,28,mixed,14,3,60.184392,tangency
31,28,mixed,14,4,66.806949,tangency
31,28,mixed,14,5,72.040956,tangency
31,28,mixed,14,6,76.263734,tangency
31,28,mixed,14,7,79.701573,tangency
31,28,mixed,14,8,82.502206,tangency
31,28,mixed,14,9,84.767139,tangency
31,28,mixed,14,10,86.568214,tangency
31,28,mixed,14,11,87.956888,tangency
31,28,mixed,14,12,88.969758,tangency
31,28,mixed,14,13,89.631962,tangency
31,28,mixed,14,14,89.959263,tangency
31,29,odd-odd,15,1,20.693541,pitchfork
31,29,odd-odd,15,2,42.709767,tangency
31,29,odd-odd,15,3,53.747231,tangency
31,29,odd-odd,15,4,61.716849,tangency
31,29,odd-odd,15,5,67.886174,tangency
31,29,odd-odd,15,6,72.818224,tangency
31,29,odd-odd,15,7,76.826043,tangency
31,29,odd-odd,15,8,80.105007,tangency
31,29,odd-odd,15,9,82.785774,tangency
31,29,odd-odd,15,10,84.959560,tangency
31,29,odd-odd,15,11,86.691635,tangency
31,29,odd-odd,15,12,88.029124,tangency
31,29,odd-odd,15,13,89.005734,tangency
31,29,odd-odd,15,14,89.644710,tangency
31,29,odd-odd,15,15,89.960668,tangency
31,30,mixed,15,1,30.708172,tangency
31,30,mixed,15,2,45.813343,tangency
31,30,mixed,15,3,55.689948,tangency
31,30,mixed,15,4,63.060892,tangency
31,30,mixed,15,5,68.852378,tangency
31,30,mixed,15,6,73.522856,tangency
31,30,mixed,15,7,77.340110,tangency
31,30,mixed,15,8,80.476048,tangency
31,30,mixed,15,9,83.047731,tangency
31,30,mixed,15,10,85.137907,tangency
31,30,mixed,15,11,86.806315,tangency
31,30,mixed,15,12,88.096369,tangency
31,30,mixed,15,13,89.039268,tangency
31,30,mixed,15,14,89.656603,tangency
31,30,mixed,15,15,89.961980,tangency
32,3,mixed,1,1,88.354363,tangency
32,5,mixed,2,1,85.761624,tangency
32,5,mixed,2,2,89.084311,tangency
32,7,mixed,3,1,82.871253,tangency
32,7,mixed,3,2,87.266344,tangency
32,7,mixed,3,3,89.357360,tangency
32,9,mixed,4,1,79.802554,tangency
32,9,mixed,4,2,85.032574,tangency
32,9,mixed,4,3,87.942188,tangency
32,9,mixed,4,4,89.503630,tangency
32,11,mixed,5,1,76.592696,tangency
32,11,mixed,5,2,82.535214,tangency
32,11,mixed,5,3,86.100537,tangency
32,11,mixed,5,4,88.341718,tangency
32,11,mixed,5,5,89.595280,tangency
32,13,mixed,6,1,73.250468,tangency
32,13,mixed,6,2,79.837109,tangency
32,13,mixed,6,3,83.969808,tangency
32,13,mixed,6,4,86.769725,tangency
32,13,mixed,6,5,88.608552,tangency
32,13,mixed,6,6,89.658218,tangency
32,15,mixed,7,1,69.770028,tangency
32,15,mixed,7,2,76.964560,tangency
32,15,mixed,7,3,81.614684,tangency
32,15,mixed,7,4,84.904846,tangency
32,15,mixed,7,5,87.235290,tangency
32,15,mixed,7,6,88.800258,tangency
32,15,mixed,7,7,89.704153,tangency
32,17,mixed,8,1,66.134846,tangency
32,17,mixed,8,2,73.924287,tangency
32,17,mixed,8,3,79.066027,tangency
32,17,mixed,8,4,82.807217,tangency
32,17,mixed,8,5,85.574456,tangency
32,17,mixed,8,6,87.580169,tangency
32,17,mixed,8,7,88.944980,tangency
32,17,mixed,8,8,89.739172,tangency
32,19,mixed,9,1,62.317726,tangency
32,19,mixed,9,2,70.709519,tangency
32,19,mixed,9,3,76.335284,tangency
32,19,mixed,9,4,80.507725,tangency
32,19,mixed,9,5,83.680092,tangency
32,19,mixed,9,6,86.081750,tangency
32,19,mixed,9,7,87.846825,tangency
32,19,mixed,9,8,89.058249,tangency
32,19,mixed,9,9,89.766761,tangency
32,21,mixed,10,1,58.278016,tangency
32,21,mixed,10,2,67.301416,tangency
32,21,mixed,10,3,73.420180,tangency
32,21,mixed,10,4,78.019385,tangency
32,21,mixed,10,5,81.581359,tangency
32,21,mixed,10,6,84.352965,tangency
32,21,mixed,10,7,86.481127,tangency
32,21,mixed,10,8,88.059587,tangency
32,21,mixed,10,9,89.149386,tangency
32,21,mixed,10,10,89.789062,tangency
32,23,mixed,11,1,53.955103,tangency
32,23,mixed,11,2,63.667368,tangency
32,23,mixed,11,3,70.306283,tangency
32,23,mixed,11,4,75.342125,tangency
32,23,mixed,11,5,79.291384,tangency
32,23,mixed,11,6,82.420637,tangency
32,23,mixed,11,7,84.890298,tangency
32,23,mixed,11,8,86.804563,tangency
32,23,mixed,11,9,88.233514,tangency
32,23,mixed,11,10,89.224337,tangency
32,23,mixed,11,11,89.807465,tangency
32,25,mixed,12,1,49.254804,tangency
32,25,mixed,12,2,59.755643,tangency
32,25,mixed,12,3,66.965639,tangency
32,25,mixed,12,4,72.464121,tangency
32,25,mixed,12,5,76.811114,tangency
32,25,mixed,12,6,80.297312,tangency
32,25,mixed,12,7,83.098697,tangency
32,25,mixed,12,8,85.330689,tangency
32,25,mixed,12,9,87.072290,tangency
32,25,mixed,12,10,88.378470,tangency
32,25,mixed,12,11,89.287084,tangency
32,25,mixed,12,12,89.822910,tangency
32,27,mixed,13,1,44.018494,tangency
32,27,mixed,13,2,55.483503,tangency
32,27,mixed,13,3,63.351987,tangency
32,27,mixed,13,4,69.360524,tangency
